tweets,type,class
الحمد لله سول فيك الخير شكرا,positive,dialectal
تقريبا ,neutral,standard
يمهل و لا يهمل ,neutral,standard
شي واحد تاني قتل صاحبتو ف عين ذياب,negative,dialectal
كل نهار جريمة و من سيء الى اسوأ هادشي ولا كايخلع الله يحضر السلامة ردو البال لراسكم و لي عزاز عليكم ,negative,dialectal
شكرا ,positive,standard
ربي يخليك ,positive,dialectal
الله يحفظك,positive,standard
الله يحفظك,positive,standard
الله يحفظك,positive,standard
ربي يخليك,positive,dialectal
الله يسخر,positive,standard
صباحك مبروك,positive,standard
الله يكبر بيك ,positive,dialectal
الله يسلمك و صباحك ابرك ,positive,standard
سول فيك الخير و الرباح ربي يخليك,positive,dialectal
الله يحفظك,positive,dialectal
الله يسلمك,positive,dialectal
نوركم الله بنوره,positive,standard
ربي يخليك الله يكبر بيك ,positive,dialectal
الله يحفظك ,positive,standard
 الله يحفظك,positive,standard
اعوذ بالله,positive,standard
الله يحفظك ,positive,standard
الله يحفظك شكرا ,positive,standard
لا لا الحمدلله مازال على قيد الحياة هاد الساعة ,positive,dialectal
غير الدنيا الله يحفظك ,positive,dialectal
سمحليا ,positive,dialectal
الله يحفظك,positive,standard
الله يحفظك,positive,dialectal
الله يكبر بيك الحمدلله شكرا ,positive,dialectal
ربي يخليك ,positive,standard
غير الدنيا لهلا يخطيك,positive,dialectal
الله يسلمك دكتور,positive,dialectal
طبعا ,positive,standard
الله يكبر بيك,positive,dialectal
الله يحفظك ,positive,dialectal
الحمد لله ربي يخليك,positive,standard
الله يحفظك,positive,standard
حتى انا ,neutral,dialectal
الله يحفظك,positive,standard
سول فيك الخير,positive,dialectal
الله يحفظك,positive,dialectal
الحمد لله ربي يخليك ,positive,dialectal
الله يسلمك,positive,dialectal
والو باس ربي يخليك,positive,dialectal
السلام عليكم توحشتكم شكرا لگاع لي سولو فيا لهلا يخطيكم ,positive,dialectal
حسن گاع الصراحة,positive,dialectal
انا كانبغي كيما نتعامل معاك تعامل معايا ,positive,dialectal
حسن سعداتك,positive,dialectal
فمي كاياكلني مكلخة اش غادي دير,negative,dialectal
مصائب قوم عند قوم فوائد ,neutral,standard
الله يرضي عليك ,positive,dialectal
الله يسخر,positive,dialectal
كايسحابلي نقارضتو لي كاتجيبو الورد الله يكمل بيخير,positive,dialectal
شكرا,positive,standard
النذرة هي لي كاتعطي قيمة للحاجة ,positive,dialectal
ربنا لا تؤاخذنا بما فعل السفهاء منا,positive,standard
تماما اوا دوماج يا خسارة ,negative,dialectal
لا يا بوحدي يا بالناقص ,negative,dialectal
 الشجاعة هي كولشي ,positive,dialectal
استغفر الله,positive,standard
نتا لي ضيعتي الفرصة ديالك ,negative,dialectal
ه غي ضاحكة معاك ,positive,dialectal
سمحلينا ,positive,dialectal
ماصدقتيش ,negative,dialectal
صافي المسامحة,positive,dialectal
عارفين ,neutral,dialectal
استغفر الله ,positive,standard
اللهم قوي ايمانهم ,positive,standard
استغفر الله حرام عليك ,negative,dialectal
شكرا على المعلومات القيمة,positive,standard
اللهم بارك,positive,standard
بالصحة ,positive,standard
انا بعدا مقابلة البحر لا يرحل ,neutral,dialectal
المسامحة ,positive,dialectal
الله يصاوب ليكم ليام,positive,dialectal
و لك الاجر ,positive,standard
 ماكاين باس صباح الخير ,positive,dialectal
بارك الله فيك ا الحاج,positive,dialectal
صباح النور اية ,positive,standard
يا للاروعة,positive,standard
تبارك الله عليك عمي حسن محظوظة الاستاذة,positive,standard
الله يكون ف العون ,positive,dialectal
 الله يكبر بيك ,positive,dialectal
 بالتوفيق,positive,standard
مرحبا نورتي ,positive,dialectal
الله يهدينا,positive,standard
 اكيد,positive,standard
زوينة,positive,dialectal
 شكرا شكرا ,positive,standard
الله اعلم ,neutral,standard
ناري تعصبات ,negative,dialectal
اوك شكرا,positive,dialectal
 الله يكبر بيك,positive,dialectal
الاغنية زوينة,positive,dialectal
بحبك الحب كلمة قليلة بالنسبة ليك ,positive,dialectal
الله يطول عمرك الحياة حلوه بس نفهمها ,positive,dialectal
الله يصاوب ليك ليام,positive,dialectal
عيد ميلاد سعيد بالصحة و السلامة و كل ماكتمنى ان شاء الله ,positive,standard
 تصبح على خير,positive,dialectal
صدقت الحكمة,positive,standard
بالصحة,positive,standard
قهوتك بردات ,neutral,dialectal
ظهر الحق و زهق الباطل ,positive,standard
صافي فقدت الامل ,negative,dialectal
الله يهديك ا هاد البنت ,positive,dialectal
باقي مصرة على كلامي ,positive,dialectal
ماعارفة تا حاجة سمحولينا ,neutral,dialectal
انا لي عارفة صباح الخير,positive,dialectal
ان شاء الله مرحبا بيك,positive,dialectal
الله يرضي عليك ا بنتي بالبنين و البنات ان شاء الله ,positive,dialectal
 ريالية و افتخر و نعلي راسي الفوق ,positive,dialectal
ماكاين مشكل,positive,dialectal
سمح ليا ماقصدتش ,positive,dialectal
 الله يكمل عليها بالخير,positive,dialectal
يمكن و الله اعلم,neutral,dialectal
غالبا,positive,standard
تماما,positive,standard
بالصحة و الراحة و الله يطول عمرها ,positive,dialectal
تبدل نظرتي للحياة ,neutral,dialectal
سمحولينا,positive,dialectal
لا اله الا الله ,neutral,standard
هاكا خلقنا الله ,positive,dialectal
الحمد لله و نتي,positive,dialectal
تصبحو على خير ,positive,dialectal
اوا تهلا فيها الله يخليكم لبعضياتكم ,positive,dialectal
لهلا يخطي عليك المدام و صافي,positive,dialectal
على هاد السلبية خاصك العصا بصح نيت ,negative,dialectal
الله يجيب الشفا ,positive,dialectal
الله يرضي عليك ا بنتي ,positive,dialectal
 شكرا شكرا ,positive,standard
مرحبا بيك ,positive,dialectal
صباح الخير اية ,positive,standard
ماكايناش لاباج فيسبوك مالقيتهاش لقيت ليميل و صيفط ليهم ان ميل صباحك مبروك,positive,dialectal
ايوا الله يكمل عليه بالخير و يرزقو ماحسن ان شاء الله,positive,dialectal
كوني هانية ,positive,dialectal
الله يحفظك,positive,standard
الحمد لله شوية ربي يخليك,positive,dialectal
امين و حتى نتي ,positive,dialectal
ربي يخليك ا ختي امين يا رب شكرا ,positive,dialectal
 توحشتك انا ,positive,dialectal
ولينا نلقاو صعوبات نفهمو الجيل الصاعد ,negative,dialectal
صافي هي هاديك ,neutral,dialectal
خودي راحتك تستاهل,positive,dialectal
و فرحانة اوي حضرتك ,positive,dialectal
شكرا ,positive,standard
كانگولها من زمااان حق الله العظيم ,positive,dialectal
امين,positive,standard
مامشا معاك باس,positive,dialectal
واخا شكرا,positive,dialectal
امين ربي يخليك,positive,dialectal
اوك الله يحفظك,positive,dialectal
امين و حتى نتا,positive,dialectal
الله يهدي ما خلق,positive,dialectal
انتم السابقون و نحن اللاحقون ,neutral,standard
الله ياخد الحق و يشافيهم ,positive,dialectal
وا ماتخلنعنيش ياك قلتي بيخير ,positive,dialectal
شاداني الخلعة ,negative,dialectal
ناري فين هادشي اشمن مدينة,neutral,dialectal
نسيت ماقلت ليك عيد ميلاد سعيد البارح قلتها نهار قبل و نقولها ليك تاني نهار من بعد جمعهم و قسم على جوج تعطيك النهار بالضبط عيد ميلاد سعيد ,positive,dialectal
